name,owner,description,special_requirements,gender,date_of_birth,category
Ursodiol,dstaresn7@bandcamp.com,,,Female,2020-09-05 16:33:07,American black bear
Lorazepam,ddee4m@harvard.edu,,,Female,2020-04-19 15:54:12,Stanley bustard
Amlodipine besylate/atorvastatin calcium,ggherardih8@theatlantic.com,,,Male,2020-01-11 03:54:46,"Fox, crab-eating"
Travatan Z,ubircherdp@artisteer.com,,,Male,2020-06-17 16:39:38,Javan gold-spotted mongoose
PM pain reliever,desseryjm@blogger.com,,,Female,2020-05-31 04:11:01,Spectacled caiman
Bupivacaine HCl,tmcmillanea@webnode.com,,,Female,2020-09-14 04:17:17,"Fox, crab-eating"
Banana Boat Kids Tear Free Sunscreen SPF 60,bsimmans6e@utexas.edu,,,Female,2020-06-04 13:35:26,Javan gold-spotted mongoose
Cefdinir,cradbourneel@cbslocal.com,,,Male,2020-05-11 19:49:35,"Mouse, four-striped grass"
DELFLEX,lautin8c@china.com.cn,,,Male,2020-07-27 19:41:04,Painted stork
Quetiapine fumarate,cambroixdk@ezinearticles.com,,,Male,2020-07-08 00:44:24,"Hyena, brown"
BIVIGAM,hjerrimnj@wiley.com,,,Male,2020-07-07 00:15:46,"Mouse, four-striped grass"
FOSINOPRIL SODIUM,wtrehearne93@google.fr,,,Male,2020-09-07 05:33:52,"Hyena, brown"
Viagra,lsteedmanqa@msn.com,,,Male,2019-11-25 08:10:14,"Hyena, brown"
Kadian,mfoulgerg7@4shared.com,,,Female,2020-03-29 02:44:22,Spectacled caiman
"Dextroamphetamine Saccharate, Amphetamine Aspartate, Dextroamphetamine Sulfate and Amphetamine Sulfate",ayakunchikovmx@mashable.com,,,Male,2019-10-31 08:07:26,Stanley bustard
Dry Scalp,mcucuzza59@google.ru,,,Male,2020-06-06 01:46:39,Javan gold-spotted mongoose
Fluocinolone Acetonide,aedinboroughnx@nationalgeographic.com,,,Male,2020-04-25 12:38:29,Vine snake (unidentified)
Amlodipine besylate and Atorvastatin calcium,mpheazeyeb@va.gov,,,Male,2020-10-18 00:46:57,"Fox, crab-eating"
Acetylcysteine,kcheco6l@army.mil,,,Male,2020-07-28 04:11:53,American black bear
Carvedilol,wtreagust5e@ocn.ne.jp,,,Male,2019-12-06 09:45:21,"Hyena, brown"
Virginia Live Oak,dfranzpt@tumblr.com,,,Male,2019-12-24 23:02:37,"Hyena, brown"
Dexamethasone Sodium Phosphate,dboshier40@mashable.com,,,Male,2020-10-18 05:15:13,Spectacled caiman
Digoxin,edoerfferfa@drupal.org,,,Female,2019-12-15 02:47:31,Painted stork
Omeprazole,jgawthropeom@e-recht24.de,,,Male,2020-10-10 09:12:50,"Mouse, four-striped grass"
Wheat Bunt,wgartellr7@psu.edu,,,Female,2020-06-29 12:39:09,American black bear
Benazepril Hydrochloride,bcolliard95@gizmodo.com,,,Female,2020-01-01 21:13:43,American black bear
Potassium Chloride,arattenberiem4@infoseek.co.jp,,,Male,2020-02-19 05:18:47,"Fox, crab-eating"
LBEL NATURAL FINISH MOISTURIZING FOUNDATION SPF 25,otrittonm0@ca.gov,,,Male,2020-10-20 23:32:28,Stanley bustard
Isopto Carbachol,nstannett5q@storify.com,,,Female,2020-10-04 14:48:19,Stanley bustard
HYDRATING HEALING,aplewrighti9@wikia.com,,,Male,2020-07-29 11:43:25,"Hyena, brown"
Axe,hkeldb1@opera.com,,,Female,2019-12-02 14:40:00,Stanley bustard
Geodon,nmackelworth98@wufoo.com,,,Female,2020-09-16 15:47:27,"Mouse, four-striped grass"
Promethazine Hydrochloride,imacellarj@wix.com,,,Male,2019-12-11 03:41:25,Superb starling
HAND SANITIZER,lchartresle@webnode.com,,,Female,2020-07-02 20:24:48,"Hyena, brown"
Lyrica,rmurphyrf@telegraph.co.uk,,,Female,2020-05-15 02:00:03,Javan gold-spotted mongoose
Carvedilol,pgebuhr1y@reuters.com,,,Male,2020-03-16 00:54:32,Javan gold-spotted mongoose
ALLERGY,chirsthousebq@reuters.com,,,Female,2020-04-13 21:58:39,Spectacled caiman
Morphine sulfate,pwearingfo@ucoz.com,,,Male,2020-06-26 09:24:01,Painted stork
USTILAGO TRITICI,mbrace16@amazon.de,,,Male,2019-11-02 04:28:48,Painted stork
Laser Rejuvenation,mcureed@dion.ne.jp,,,Female,2020-05-03 23:50:55,Superb starling
Alprazolam,fkitneyop@soup.io,,,Female,2019-12-04 22:35:11,"Mouse, four-striped grass"
Ketorolac Tromethamine,bmoralesqp@list-manage.com,,,Male,2020-03-27 03:13:00,Spectacled caiman
Atenolol,ykeachlf@weebly.com,,,Male,2020-07-31 09:06:11,Stanley bustard
Renagel,uosipenko4t@woothemes.com,,,Male,2020-05-30 04:22:22,Superb starling
Frankincense and Myrrh Cold and Flu Prevention,kfredsonkc@last.fm,,,Male,2020-07-22 19:17:45,Stanley bustard
Neutrogena Nourishing Eye Quad,hpoon6x@geocities.com,,,Male,2020-02-07 03:46:19,Vine snake (unidentified)
Furosemide,cwicken2t@usnews.com,,,Female,2020-08-23 10:14:57,Spectacled caiman
Humulin,otesauroe3@wikipedia.org,,,Female,2020-09-15 21:23:18,Painted stork
"Animal Allergens, Feather Mix",tmundle4c@barnesandnoble.com,,,Male,2019-11-05 09:50:38,"Mouse, four-striped grass"
HCG with Slimming Herbs,obartkiewicz73@xing.com,,,Female,2020-07-14 00:24:59,"Mouse, four-striped grass"
Paroxetine,bgruszkaf0@businesswire.com,,,Female,2020-03-08 07:41:00,Superb starling
Good Neighbor Pharmacy Diaper Rash,azoellnerbc@shutterfly.com,,,Male,2020-02-10 08:58:01,Spectacled caiman
American Elm,pkeenornk@ovh.net,,,Male,2020-10-22 08:48:30,Superb starling
Vaginitis - Feminine Care,mlodeke80@wunderground.com,,,Female,2020-05-10 04:02:56,American black bear
Cyproheptadine Hydrochloride,estidworthyqz@who.int,,,Female,2020-05-21 05:14:09,"Hyena, brown"
Version X Scalp Tonic,fmartilldy@eepurl.com,,,Male,2020-06-16 16:54:23,Stanley bustard
SALIX NIGRA POLLEN,tmcgrowtherrd@house.gov,,,Female,2020-10-04 22:20:05,Painted stork
Oxygen,fmcmarquis53@fema.gov,,,Female,2020-05-30 06:42:04,Javan gold-spotted mongoose
Risperidone,ldoggettkw@pagesperso-orange.fr,,,Female,2019-11-26 09:43:59,"Fox, crab-eating"
Antispetic,rgregoracibl@chicagotribune.com,,,Female,2020-07-04 11:52:31,Painted stork
MultiHance,pvanbf@ihg.com,,,Female,2020-08-25 02:45:28,"Fox, crab-eating"
Non-Aerosol Antimicrobial Foam Hand Rub,jdurrant4x@ehow.com,,,Male,2020-08-11 00:33:33,"Mouse, four-striped grass"
Zinka Watermelon SPF 15 Lip Balm,mfoulgerg7@4shared.com,,,Female,2019-11-07 22:15:12,Vine snake (unidentified)
Diazepam,dfranzpt@tumblr.com,,,Female,2020-05-14 12:09:50,"Fox, crab-eating"
Clindamycin hydrochloride,lcrambab@topsy.com,,,Male,2020-09-28 21:11:50,"Hyena, brown"
PEGINTRON,myakubovics68@artisteer.com,,,Female,2020-04-17 09:54:11,Javan gold-spotted mongoose
"Lansoprazole, Amoxicillin and Clarithromycin",fsumersmo@liveinternet.ru,,,Male,2020-04-18 02:15:48,Javan gold-spotted mongoose
REMERON,rmckewrq@aol.com,,,Male,2020-03-22 00:04:28,Javan gold-spotted mongoose
AMERFRESH ANTIBACTERIAL DEODORANT,csinkinsonh@cyberchimps.com,,,Female,2020-03-14 03:41:19,Superb starling
Aveeno Active Naturals Positively Ageless Correcting Tinted Moisturizer,tadriaan6u@pbs.org,,,Male,2020-08-08 15:18:04,"Mouse, four-striped grass"
Fentanyl,cpanterk6@statcounter.com,,,Female,2019-12-10 14:17:51,Stanley bustard
Instant Hand Sanitizer,hmackaiglb@vimeo.com,,,Female,2020-04-23 07:22:39,Javan gold-spotted mongoose
Nalbuphine Hydrochloride,vdeov@sciencedirect.com,,,Female,2020-07-02 07:09:52,"Mouse, four-striped grass"
Equaline pain relief,akeenlayside8l@163.com,,,Female,2020-10-09 05:57:54,American black bear
Cyclobenzaprine Hydrochloride,gmulmuraylw@walmart.com,,,Female,2020-01-02 20:53:20,Spectacled caiman
Pure Finish Mineral Powder Foundation SPF 20 Pure Finish 7,agoodbyf4@drupal.org,,,Female,2020-05-29 20:20:45,"Fox, crab-eating"
ZYPREXA,kbernardoso8@godaddy.com,,,Male,2019-12-08 05:34:55,Superb starling
Fluoxetine,gstreatleylx@blogs.com,,,Female,2020-06-16 18:51:56,Javan gold-spotted mongoose
METFORMIN HYDROCHLORIDE,mbentsonnp@google.com.au,,,Male,2020-07-28 20:49:40,American black bear
ZERIT,chansillfw@blinklist.com,,,Female,2020-04-02 10:55:27,American black bear
Carvedilol,jzaplenu@creativecommons.org,,,Male,2020-02-10 21:16:28,"Hyena, brown"
Stomach Relief,cokuddyhyl9@cnn.com,,,Male,2020-08-28 07:06:28,"Hyena, brown"
Secret Outlast and Olay,vjoliffeh9@bandcamp.com,,,Male,2019-11-23 06:10:48,Spectacled caiman
Reef Safe SPF 36,mlanninqn@squarespace.com,,,Female,2020-04-22 09:15:37,Spectacled caiman
ADSOL Red Cell Preservation Solution System in Plastic Container (PL 146 Plastic),ffrantzenay@uiuc.edu,,,Male,2019-11-07 12:39:14,"Mouse, four-striped grass"
ribavirin,mzisnerosd4@twitter.com,,,Female,2020-07-21 20:55:21,American black bear
Zihuadick,emcgivenf@bloglovin.com,,,Female,2019-11-22 10:24:40,Superb starling
Ampicillin,vmetherellmr@drupal.org,,,Male,2020-06-29 00:44:17,Painted stork
ZIT ZAPPER,dfoxtonjq@cpanel.net,,,Male,2020-06-24 20:02:06,American black bear
Sun Defense Cream,jeyrese5@weebly.com,,,Male,2020-09-23 14:02:27,Javan gold-spotted mongoose
Auvi-Q,cwellbelovepj@mozilla.org,,,Female,2020-03-03 19:33:16,"Fox, crab-eating"
Prochlorperazine Maleate,jhaggarn1@vimeo.com,,,Male,2020-06-05 19:35:37,American black bear
Equate Ranitidine Acid Reducer,ktrainor7x@msu.edu,,,Male,2020-10-19 02:25:54,Stanley bustard
Leader tussin dm max,rdennistonbs@wikipedia.org,,,Female,2020-06-20 13:02:56,Spectacled caiman
EQUALINE,jkeasleya2@1und1.de,,,Female,2020-02-24 03:58:32,Spectacled caiman
HEADACHE RHEUMATISM,estandringpi@umich.edu,,,Female,2019-12-29 13:20:19,"Fox, crab-eating"
Aspergillus flavus,vwillshee65@hp.com,,,Male,2020-06-14 13:33:26,Vine snake (unidentified)
Colgate Triple Action Original Mint Fluoride,dheld2l@blogtalkradio.com,,,Male,2020-10-08 21:35:55,American black bear
Clomipramine Hydrochloride,aglanz9v@disqus.com,,,Female,2020-04-01 08:57:28,"Hyena, brown"
Female Stimulant,mrosgen1b@gizmodo.com,,,Male,2020-09-11 15:26:18,Superb starling
Stool Softener,cweitzelrg@phoca.cz,,,Female,2020-04-12 07:57:31,Superb starling
Lantiseptic,fslowlyqm@tinypic.com,,,Female,2020-01-20 15:13:04,"Fox, crab-eating"
Anticavity,gbehrendsenhs@zimbio.com,,,Male,2020-09-05 07:05:36,Painted stork
Blue Ice Analgesic Gel,cdeec@newsvine.com,,,Female,2020-06-17 15:26:20,Painted stork
the Balm BalmShelter tinted moisturizer SPF 18 broad spectrum after dark,lverneqh@go.com,,,Female,2020-06-22 00:29:39,Superb starling
Clindamycin hydrochloride,estopfordm9@hugedomains.com,,,Female,2020-09-21 22:59:40,Javan gold-spotted mongoose
Metoprolol Tartrate,mhamblingg6@a8.net,,,Female,2020-04-17 14:50:05,American black bear
Tamsulosin hydrochloride,ghannigereq@spotify.com,,,Male,2020-01-05 23:15:35,Vine snake (unidentified)
Tamsulosin Hydrochloride,rdennistonbs@wikipedia.org,,,Male,2020-10-01 19:52:56,Painted stork
Kapok,ebeehoa@msn.com,,,Male,2020-04-24 19:16:42,Stanley bustard
Glimepiride,nmolnark@indiegogo.com,,,Female,2020-04-06 10:14:29,"Hyena, brown"
ShopRite Nasal Decongestant,sraine7a@nifty.com,,,Male,2020-07-29 06:49:30,"Hyena, brown"
bethanechol chloride,aedinboroughnx@nationalgeographic.com,,,Female,2020-06-20 21:26:54,Javan gold-spotted mongoose
Ocean Breeze Antibacterial Hand,rdawtrey7m@alexa.com,,,Female,2020-08-29 05:20:46,Javan gold-spotted mongoose
TRICHOPHYTON MENTAGROPHYTES,hkraussq2@facebook.com,,,Female,2020-03-16 02:37:18,Painted stork
McD Anti-Microbial Handwash,lsteedmanqa@msn.com,,,Male,2020-09-26 23:41:11,"Fox, crab-eating"
Imipramine Hydrochloride,tratnageeh@rediff.com,,,Male,2020-01-10 18:43:49,Painted stork
Dorzolamide HCl,elampettfz@wikimedia.org,,,Male,2020-04-14 19:46:53,American black bear
RHINOCORT AQUA,olowtherlv@baidu.com,,,Female,2019-12-03 09:41:05,Javan gold-spotted mongoose
PHAZYME,sgeilliere2@altervista.org,,,Male,2019-11-30 09:37:22,"Mouse, four-striped grass"
EPIFOAM,bmccrowah@altervista.org,,,Female,2020-07-04 15:58:05,"Hyena, brown"
Antibacterial,dmineghellic2@pcworld.com,,,Male,2020-09-07 00:01:04,"Hyena, brown"
flormar Soft Touch Foundation Sunscreen Broad Spectrum SPF 20 ST05 Warm Beige,espinozzijz@tiny.cc,,,Male,2020-08-19 16:35:51,"Hyena, brown"
Darby,ggammelki@goo.ne.jp,,,Male,2020-03-27 14:04:52,Javan gold-spotted mongoose
D TIME SINUS,jbrauninger4o@woothemes.com,,,Female,2020-03-14 00:30:53,"Fox, crab-eating"
Oxygen,atunacliftpd@dyndns.org,,,Female,2020-10-22 22:27:58,"Fox, crab-eating"
Lemon Zest Antibacterial Foaming Hand Wash,bferronel86@aol.com,,,Male,2019-11-08 16:26:36,"Hyena, brown"
Topcare tussin dm,tblaydqg@usatoday.com,,,Female,2020-09-09 20:50:17,Stanley bustard
pain relief,ewisedalenl@canalblog.com,,,Male,2020-03-20 14:20:39,Superb starling
La Creme Plus,tduddridgel3@ucsd.edu,,,Male,2020-03-24 11:25:27,American black bear
ALPROLIX,ckerfordbj@liveinternet.ru,,,Male,2020-06-10 03:20:01,American black bear
ESIKA,pabramowfb@etsy.com,,,Male,2020-04-01 17:55:42,"Mouse, four-striped grass"
Dill,lbohmanv@behance.net,,,Male,2020-08-21 00:32:43,"Fox, crab-eating"
verapamil hydrochloride,lsebbornhy@mediafire.com,,,Male,2020-06-05 07:23:26,Superb starling
LOESTRIN 1/20,abeauvaisj1@live.com,,,Male,2020-02-19 20:38:27,American black bear
LES BEIGES,cfaulkener99@goodreads.com,,,Female,2020-08-15 06:52:25,"Hyena, brown"
Viramune,strevankt@sfgate.com,,,Female,2020-01-17 16:11:52,Stanley bustard
LINGERIE DE PEAU INVISIBLE SKIN-FUSION FOUNDATION WITH SUNSCREEN BROAD SPECTRUM SPF 20 04 BEIGE MOYEN,pdown82@hao123.com,,,Male,2020-05-13 20:04:54,Vine snake (unidentified)
MINOXIDIL,gcasteroufs@dmoz.org,,,Male,2019-11-22 07:47:06,Spectacled caiman
Amazonian Clay 12-Hour Full Coverage Foundation Broad Spectrum SPF 15 Sunscreen,jrowlesj3@hubpages.com,,,Female,2020-07-01 05:16:33,Stanley bustard
Enteric Coated Low Dose Aspirin,dizachik6m@dmoz.org,,,Female,2020-03-28 00:49:03,Vine snake (unidentified)
ROSACLEAR SKIN BALANCING SUN PROTECTION SPF 30,evasicqs@prlog.org,,,Male,2020-01-11 18:59:11,Stanley bustard
LEVEL WINTERMINT FIVE WHITENING FORMULA ANTICAVITY,hguiotnt@cpanel.net,,,Male,2020-10-15 18:32:11,"Mouse, four-striped grass"
Hydralazine Hydrochloride,wgraffin9k@indiegogo.com,,,Male,2019-11-29 21:42:36,Stanley bustard
Hydroxyzine Hydrochloride,nmulles17@blinklist.com,,,Female,2020-09-08 01:35:45,Painted stork
Sodium Chloride,wcamidgez@51.la,,,Male,2020-07-29 08:22:56,American black bear
Abacavir Sulfate,tgreatorexbt@house.gov,,,Female,2020-01-25 11:53:46,Superb starling
Midazolam,lsharphurstih@intel.com,,,Female,2020-05-16 03:23:23,Painted stork
Hydrocodone Bitartrate and Acetaminophen,cphilipp12@bbb.org,,,Female,2020-06-03 17:46:23,Javan gold-spotted mongoose
Tolazamide,rcardoll@home.pl,,,Female,2020-01-08 03:52:07,Superb starling
Telmisartan and Amlodipine,vsowdenq8@so-net.ne.jp,,,Female,2020-09-14 13:33:51,Stanley bustard
PRAVACHOL,vsteer50@weebly.com,,,Female,2020-09-01 06:04:06,"Hyena, brown"
Levetiracetam,akemetby@hhs.gov,,,Male,2020-03-22 00:32:23,Stanley bustard
Glimepiride,hwelfairc1@globo.com,,,Male,2019-12-08 19:58:25,American black bear
Imipramine Hydrochloride,acrick8s@hud.gov,,,Male,2019-12-30 04:11:05,Javan gold-spotted mongoose
Biore,agailorjt@census.gov,,,Female,2019-11-24 11:15:25,Spectacled caiman
ESIKA TRIPLE ACCION MAX BB,afavelak5@linkedin.com,,,Female,2020-08-01 10:05:00,American black bear
Pistachio,lpfeffle5h@xrea.com,,,Female,2020-07-13 19:36:11,Vine snake (unidentified)
Allergy Relief D,abirkbyeo@usa.gov,,,Female,2020-06-05 15:21:43,"Mouse, four-striped grass"
HYDROCODONE BITARTRATE AND ACETAMINOPHEN,lzaniolettinm@vistaprint.com,,,Male,2020-04-25 22:30:11,Spectacled caiman
Colocynthis-Homaccord,cmackombnv@marketwatch.com,,,Female,2020-01-30 00:22:55,"Fox, crab-eating"
Naproxen Sodium,myakubovics68@artisteer.com,,,Female,2020-02-14 11:09:55,Vine snake (unidentified)
Ziprasidone Hydrochloride,bcowins1e@slate.com,,,Male,2020-09-24 12:51:06,Stanley bustard
Sodium Bicarbonate,egorges3d@europa.eu,,,Male,2020-07-13 09:56:33,"Fox, crab-eating"
anti diarrheal,mshimonyr1@drupal.org,,,Male,2020-09-03 08:10:22,Spectacled caiman
Carduus Oxalis,lmassepx@auda.org.au,,,Female,2020-03-09 12:49:46,Stanley bustard
Diphenoxylate Hydrochloride and Atropine Sulfate,lmassepx@auda.org.au,,,Female,2020-10-17 01:41:02,Javan gold-spotted mongoose
Hydromorphone HCl,lmaldenc6@pinterest.com,,,Male,2019-12-23 06:24:38,Vine snake (unidentified)
Heparin Sodium in Dextrose,tburdecq@webnode.com,,,Female,2020-04-04 15:48:56,Spectacled caiman
ACETAMINOPHEN AND CODEINE PHOSPHATE,garkin2g@ted.com,,,Female,2020-03-08 02:22:43,"Hyena, brown"
AGAVE AMERICANA,chansillfw@blinklist.com,,,Male,2020-06-17 20:06:12,"Hyena, brown"
Antibacterial Beauty,rphillcoxqk@ning.com,,,Male,2019-11-07 07:53:37,"Fox, crab-eating"
Omeprazole,jmcgeowng9@edublogs.org,,,Male,2020-10-21 03:16:58,Vine snake (unidentified)
Life Extension Sun Protection SPF 30,csambrook46@bravesites.com,,,Female,2020-03-30 17:33:49,Javan gold-spotted mongoose
Beyaz,lallomkg@instagram.com,,,Female,2020-02-03 08:02:59,"Mouse, four-striped grass"
Common Sagebrush,tromerilr@cbslocal.com,,,Male,2020-03-06 09:23:11,Superb starling
Meprobamate,rdennistonbs@wikipedia.org,,,Female,2020-06-10 10:26:10,Superb starling
Echinacea Argentum,mhemerijke7@dyndns.org,,,Female,2020-01-28 10:50:02,Spectacled caiman
Gabapentin,vburgott32@dedecms.com,,,Male,2020-03-10 04:19:49,American black bear
Acetaminophen,aseeks2p@yale.edu,,,Female,2020-02-25 04:42:47,Javan gold-spotted mongoose
SORIATANE,mbentsonnp@google.com.au,,,Female,2020-04-07 08:11:04,"Mouse, four-striped grass"
Gralise,kspong6g@whitehouse.gov,,,Female,2020-07-02 09:11:26,Superb starling
Topotecan Hydrochloride,wfridlingtone0@symantec.com,,,Male,2020-07-23 21:23:44,Javan gold-spotted mongoose
Cover Fx Blemish Treatment Concealer P Medium,lweetch4u@domainmarket.com,,,Male,2020-08-02 16:26:43,"Hyena, brown"
Equaline Mucus ER,ldowbigginkz@sogou.com,,,Male,2020-09-13 00:28:26,American black bear
Donepezil Hydrochloride,hdyeou@cbslocal.com,,,Male,2020-05-01 16:10:43,Superb starling
topcare nite time cold and flu relief,bcolliard95@gizmodo.com,,,Female,2020-01-04 17:46:41,"Mouse, four-striped grass"
Norethindrone and Ethinyl Estradiol and Ferrous Fumarate,mhenrychax@twitter.com,,,Male,2020-02-07 11:29:17,Superb starling
Frova,nnorvellik@theguardian.com,,,Male,2020-08-11 16:02:30,Spectacled caiman
SPF 15,msorsbieiz@google.com.br,,,Female,2020-05-14 16:37:48,Spectacled caiman
Nateglinide,wbonner5v@tuttocitta.it,,,Male,2020-05-24 11:33:41,American black bear
Iodent Fluoride Toothpaste,bmoyerqt@ted.com,,,Male,2020-03-13 01:35:39,Superb starling
Childrens Mucinex,wbeeby10@mlb.com,,,Male,2020-08-20 21:34:15,American black bear
Gadavyt,agethyn1h@phpbb.com,,,Male,2020-08-12 23:57:37,Painted stork
Cyclobenzaprine Hydrochloride,sbenoist74@ameblo.jp,,,Male,2019-12-22 16:07:15,"Hyena, brown"
Alba Sunblock Facial SPF 20,rnehlqw@tamu.edu,,,Male,2020-04-04 18:43:35,"Hyena, brown"
Myzilra,cstrutherjr@qq.com,,,Male,2020-07-15 21:04:09,Spectacled caiman
Gabapentin,hdyeou@cbslocal.com,,,Female,2020-01-14 04:07:33,Superb starling
pain relief pm,jrugge9o@bloglines.com,,,Male,2019-11-30 07:44:13,Spectacled caiman
Nystatin,pveltio1@live.com,,,Female,2019-12-27 18:08:57,American black bear
Metoprolol tartrate,mbestwall91@youtube.com,,,Female,2020-05-24 08:07:01,"Hyena, brown"
CVS,hgiacopettior@github.com,,,Female,2019-12-30 05:19:11,American black bear
TERBUTALINE SULFATE,aspainj0@telegraph.co.uk,,,Female,2020-03-18 23:39:22,Stanley bustard
Mucor plumbeus,bsirkettqo@vkontakte.ru,,,Female,2020-02-08 23:20:42,Painted stork
Family Dollar Antiseptic Mouth Rinse Spring Mint,eflipsenc5@squarespace.com,,,Female,2020-06-06 19:15:50,"Fox, crab-eating"
Povidone Iodine,aswalowek9@virginia.edu,,,Female,2020-03-21 00:07:49,Stanley bustard
Captopril,floyleycw@senate.gov,,,Female,2020-05-31 21:21:25,Vine snake (unidentified)
Quack Grass,scrossinghamii@printfriendly.com,,,Female,2020-03-16 17:07:38,Superb starling
AVINZA,lelegoodpn@ft.com,,,Female,2020-06-14 06:33:34,"Hyena, brown"
pain relief,lollerhadju@weather.com,,,Male,2020-03-24 05:58:37,Spectacled caiman
Dilantin,tciottoio@blogger.com,,,Female,2019-12-11 16:52:17,Javan gold-spotted mongoose
ELF Tinted Moisturizer SPF 15,hpiegromemv@cafepress.com,,,Female,2020-08-10 23:22:11,Superb starling
Propylthiouracil,tspenceleygc@businessinsider.com,,,Female,2020-03-09 23:46:13,American black bear
Assured,gcasteroufs@dmoz.org,,,Male,2020-08-02 01:29:39,Painted stork
Justice Vanilla Scent ANTI BAC HAND SANITIZER,dshuttenh@aboutads.info,,,Female,2020-07-04 05:49:40,Stanley bustard
Good Sense Hemorrhoidal,dsimonettigp@ifeng.com,,,Female,2020-06-28 19:44:04,American black bear
Etodolac,dlittleya7@prlog.org,,,Male,2020-10-01 09:03:12,Painted stork
Oralone,cpllukb@ovh.net,,,Male,2019-11-28 02:42:04,"Hyena, brown"
MILK OF MAGNESIA ORIGINAL,cbentkeph@histats.com,,,Female,2020-01-19 12:44:37,Javan gold-spotted mongoose
Irbesartan and Hydrochlorothiazide,hmackaiglb@vimeo.com,,,Male,2020-10-08 17:11:58,"Hyena, brown"
Loratadine,vdeov@sciencedirect.com,,,Male,2020-01-12 21:21:17,Stanley bustard
Flu Complex,fkabosdm@bloglovin.com,,,Male,2020-07-02 05:53:39,Javan gold-spotted mongoose
Chloraseptic Sore Throat Liquid Center,htowerku@diigo.com,,,Female,2020-02-06 02:32:44,Javan gold-spotted mongoose
Liquid B,smaineh1@ask.com,,,Female,2020-05-26 11:02:12,"Mouse, four-striped grass"
CAREONE ANTIMICROBIAL FOAMING HAND SP FALLING RAIN,jmatousmh@comsenz.com,,,Female,2020-08-08 09:10:57,"Hyena, brown"
DELFLEX,hmackaiglb@vimeo.com,,,Male,2020-10-01 21:47:15,"Mouse, four-striped grass"
Carbidopa and Levodopa,pvanbf@ihg.com,,,Female,2020-06-25 15:08:36,Vine snake (unidentified)
3LAB Aqua BB SPF 40 BROAD SPECTRUM 01,hblanninq9@aboutads.info,,,Male,2020-03-11 22:37:44,Spectacled caiman
Trazodone Hydrochloride,hwhittenkn@adobe.com,,,Female,2020-07-26 17:23:24,"Fox, crab-eating"
Moexipril Hydrochloride and Hydrochlorothiazide,bharsnipea8@cbslocal.com,,,Female,2020-10-18 08:11:38,Vine snake (unidentified)
Reglan,ecahanps@nba.com,,,Female,2020-07-19 01:21:10,Vine snake (unidentified)
DG Health Pain Reliever,tciottoio@blogger.com,,,Female,2020-10-14 14:10:21,Superb starling
Bipolaris sorokiniana,rlitstero4@meetup.com,,,Male,2020-01-12 23:22:15,Javan gold-spotted mongoose
RG Sport Inv.Solid Antiperspirant Deodorant Fresh,ekruse2m@bandcamp.com,,,Female,2020-04-13 14:30:03,Javan gold-spotted mongoose
Kadian,jgraithet@technorati.com,,,Female,2020-01-21 13:08:37,Superb starling
Allergy Medicine,mkleinfeldh0@paginegialle.it,,,Male,2020-07-13 14:08:03,Superb starling
Mucus Relief,vteaselll2@cnet.com,,,Female,2020-03-05 02:18:15,"Hyena, brown"
Acetaminophen,acyphusbd@discovery.com,,,Male,2019-11-24 04:30:16,"Hyena, brown"
Galena Larix,kcarsonfr@apple.com,,,Female,2020-01-21 01:18:50,Vine snake (unidentified)
Healing,fsumersmo@liveinternet.ru,,,Female,2020-05-22 07:34:16,"Fox, crab-eating"
Bodycology,scrimej@apache.org,,,Female,2020-07-28 10:39:22,"Hyena, brown"
Proparacaine Hydrochloride,gpalfreyman25@fema.gov,,,Female,2020-02-09 00:19:27,Painted stork
Sodium Bicarbonate,kdenisardre@epa.gov,,,Female,2020-07-12 21:08:44,Spectacled caiman
Lorazepam,asanneyjn@newsvine.com,,,Male,2020-07-14 07:51:28,American black bear
WHP Be gone Dry Eyes,gwanellaq@paypal.com,,,Male,2019-12-04 20:59:35,Painted stork
Ursodiol,bjellico6i@bravesites.com,,,Female,2019-11-24 04:52:23,"Mouse, four-striped grass"
Methocarbamol,agalbraetho0@timesonline.co.uk,,,Male,2020-04-16 11:09:36,"Fox, crab-eating"
Bacto Plus,emoiri0@php.net,,,Female,2020-09-16 03:30:21,Spectacled caiman
Glipizide,gcoppinpk@dmoz.org,,,Female,2020-05-08 15:18:10,Spectacled caiman
Lamotrigine,strevankt@sfgate.com,,,Female,2020-10-06 08:36:14,Spectacled caiman
JNH Dr. Intensive Plus UV Protector,jnarramorn8@linkedin.com,,,Female,2020-05-17 15:54:09,Vine snake (unidentified)
granisetron hydrochloride,qtoppasjw@illinois.edu,,,Male,2020-06-29 17:25:10,Stanley bustard
KETOROLAC TROMETHAMINE,kporrettdg@prweb.com,,,Female,2020-05-22 20:41:05,Stanley bustard
Captopril,fmcmarquis53@fema.gov,,,Male,2020-09-13 04:15:48,"Mouse, four-striped grass"
Lice Treatment,ghinzen3@umn.edu,,,Male,2020-04-29 05:18:30,Superb starling
NHS Nausea Heartburn,wtrehearne93@google.fr,,,Female,2020-08-27 05:14:21,Superb starling
Hetastarch in Sodium Chloride,rabadekk@shop-pro.jp,,,Male,2019-11-28 23:02:29,Spectacled caiman
Fluphenazine Hydrochloride,mgristow@macromedia.com,,,Female,2019-11-03 19:59:18,"Fox, crab-eating"
